Idx,Lat,Lon,Model,MAE,RMSE,R2,Zone
16,23.75,74.5,ARIMA,4.547127874102025,4.65536256346569,-0.05908916162582778,Zone-3
16,23.75,74.5,RandomForest,3.0644772727272414,4.1038266111421935,0.17699303505403308,Zone-3
16,23.75,74.5,LSTM,4.346195512251427,4.501147625825711,0.00991605594863354,Zone-3
17,23.75,74.75,Spline,4099.735707949224,5984.548922609462,-3709193.2177410945,Zone-3
17,23.75,74.75,HoltWinters,2.7890697746486124,3.083917056754535,0.015032027963865713,Zone-3
17,23.75,74.75,ARIMA,2.790277088490342,3.3903179878855063,-0.1904128290565381,Zone-3
17,23.75,74.75,RandomForest,3.0767150000002514,3.5201061475830473,-0.28330016534832825,Zone-3
17,23.75,74.75,LSTM,2.7635568847656145,3.1457881988360374,-0.024886301944494926,Zone-3
18,23.75,75.5,Spline,7840.940606026732,11783.085806785726,-21265016.491130408,Zone-3
18,23.75,75.5,HoltWinters,2.038625068004828,2.6203172674246513,-0.05161172877583353,Zone-3
18,23.75,75.5,ARIMA,2.2360537674314243,2.9010492932954857,-0.2890147295026029,Zone-3
18,23.75,75.5,RandomForest,2.757388461538461,3.389174392231961,-0.759282150042843,Zone-3
18,23.75,75.5,LSTM,2.122356520432692,2.7373770032602587,-0.14766963828699353,Zone-3
19,23.75,75.75,Spline,1289.1253002300389,1742.9284349674963,-99150.8153181529,Zone-3
19,23.75,75.75,HoltWinters,5.535991562682298,5.991291308065681,-0.17160827942032109,Zone-3
19,23.75,75.75,ARIMA,5.953937552454946,6.778582027279646,-0.49975138258813745,Zone-3
19,23.75,75.75,RandomForest,5.928793750000068,7.078164357793707,-0.6352450576802375,Zone-3
19,23.75,75.75,LSTM,5.858400268554689,6.63173685137861,-0.4354766396926486,Zone-3
20,23.75,83.0,Spline,2254.1744272823335,3279.4829994051697,-1829423.7107598335,Zone-1
20,23.75,83.0,HoltWinters,1.8174526678592902,2.4218392915760045,0.0023127667240027128,Zone-1
20,23.75,83.0,ARIMA,1.854374609718377,2.6966121249444135,-0.2369175144135287,Zone-1
20,23.75,83.0,RandomForest,2.0816166666665104,2.653373589335402,-0.19756908769446557,Zone-1
20,23.75,83.0,LSTM,2.0890981038411525,2.492359392698571,-0.05663527888708009,Zone-1
21,24.0,73.25,Spline,4280.2095673431595,6827.535056092322,-8064288.967929092,Zone-3
21,24.0,73.25,HoltWinters,2.3640395748402883,2.713292031408746,-0.27359497424412016,Zone-3
21,24.0,73.25,ARIMA,2.648376639752195,3.0951890322220548,-0.6573438210916465,Zone-3
21,24.0,73.25,RandomForest,2.7023681818183096,3.1658578050895434,-0.7338881043168404,Zone-3
21,24.0,73.25,LSTM,2.6125355113636393,3.019718350776689,-0.5775064160110348,Zone-3
22,24.0,73.5,Spline,330.62919403173044,504.86922963747145,-92273.3329913213,Zone-3
22,24.0,73.5,HoltWinters,1.315324656126161,1.6574163907329675,0.005542177210114407,Zone-3
22,24.0,73.5,ARIMA,1.519609988873841,1.7305924611963157,-0.08420829252093642,Zone-3
22,24.0,73.5,RandomForest,1.6037038461538924,2.0012720167913676,-0.44989100392918213,Zone-3
22,24.0,73.5,LSTM,1.3004720365084075,1.6677857491415433,-0.0069400776798669295,Zone-3
23,24.0,73.75,Spline,1965.7241768608728,2972.7223440218013,-2340454.528231316,Zone-3
23,24.0,73.75,HoltWinters,5.738854638251369,6.1239035335270176,-8.93226687291562,Zone-3
23,24.0,73.75,ARIMA,2.9754452235689652,3.482318545212951,-2.2116535447325703,Zone-3
23,24.0,73.75,RandomForest,1.8504346153846667,2.262251522819753,-0.3554187119893488,Zone-3
23,24.0,73.75,LSTM,2.2307200739933863,2.74300650807376,-0.9927158468544606,Zone-3
24,24.0,74.0,Spline,182.78829705537535,275.9191785176287,-110646.15989739043,Zone-3
24,24.0,74.0,HoltWinters,1.0670975126993387,1.214940671109225,-1.145293097914906,Zone-3
24,24.0,74.0,ARIMA,0.9999117481202214,1.124963927471505,-0.8393047304011412,Zone-3
24,24.0,74.0,RandomForest,1.2873250000001757,1.5819737634783353,-2.637265869197312,Zone-3
24,24.0,74.0,LSTM,0.8311708577473951,0.8801278437371046,-0.12581755218279422,Zone-3
25,24.0,74.25,Spline,18.63398637788001,26.02331234867035,-176.51118139364706,Zone-3
25,24.0,74.25,HoltWinters,3.479799378265139,4.051987135308277,-3.3036473904503323,Zone-3
25,24.0,74.25,ARIMA,2.7037690188266894,3.3384409962924666,-1.9213794859342745,Zone-3
25,24.0,74.25,RandomForest,2.5884954545454506,3.2484197597726907,-1.7659533599644979,Zone-3
25,24.0,74.25,LSTM,2.0705330588600828,2.7112393970018305,-0.926798496275592,Zone-3
26,24.0,74.5,Spline,3122.0847487408396,4542.390794645858,-1499373.2684815084,Zone-3
26,24.0,74.5,HoltWinters,2.6228560605017797,3.713164245443731,-0.0019115499384181334,Zone-3
26,24.0,74.5,ARIMA,2.8494528513024875,3.736277104449251,-0.01442331089990545,Zone-3
26,24.0,74.5,RandomForest,3.90584166666657,4.867954831214929,-0.7220039486687007,Zone-3
26,24.0,74.5,LSTM,9.549445597330722,10.160723233005209,-6.5022288341129935,Zone-3
27,24.0,74.75,Spline,64.68558046691129,100.15154638374702,-5328.07974807663,Zone-3
27,24.0,74.75,HoltWinters,1.2060108570428425,1.3694731806580718,0.003576494841808442,Zone-3
27,24.0,74.75,ARIMA,1.2176002206382928,1.415924527608896,-0.065165546761212,Zone-3
27,24.0,74.75,RandomForest,1.395200000000097,1.589181848110489,-0.3417885831423151,Zone-3
27,24.0,74.75,LSTM,1.3317140891335166,1.54089412108351,-0.26148618005398205,Zone-3
28,24.0,75.75,Spline,717.8672915637785,1072.1745014763014,-250142.66650970682,Zone-3
28,24.0,75.75,HoltWinters,2.1764484954421075,2.5049494368209433,-0.36538928365103573,Zone-3
28,24.0,75.75,ARIMA,2.5266168299709806,2.910695096748793,-0.8435375616124676,Zone-3
28,24.0,75.75,RandomForest,2.3034999999997754,2.5958963745316317,-0.4663352194407977,Zone-3
28,24.0,75.75,LSTM,2.601172156700727,2.9847919837481047,-0.9385932730436719,Zone-3
29,24.0,76.75,Spline,107.04941232690915,146.52871242185108,-842.5875380091065,Zone-3
29,24.0,76.75,HoltWinters,4.368959699587759,5.950119094122699,-0.39102842753230016,Zone-3
29,24.0,76.75,ARIMA,4.571105667544264,6.534127667680809,-0.6774899236356393,Zone-3
29,24.0,76.75,RandomForest,4.474903846153731,6.258441673374847,-0.5389237669029743,Zone-3
29,24.0,76.75,LSTM,4.4433389986478415,6.335953628030338,-0.5772795362145293,Zone-3
30,24.0,82.75,Spline,774.5839169609594,1140.1187326726508,-300215.6913040729,Zone-1
30,24.0,82.75,HoltWinters,1.7865370019845177,2.114303268001783,-0.03245048740015877,Zone-1
30,24.0,82.75,ARIMA,2.0812721215102195,2.4686626776667664,-0.4075316652955072,Zone-1
30,24.0,82.75,RandomForest,2.8349208333332805,3.0870076572021796,-1.2009495356282711,Zone-1
30,24.0,82.75,LSTM,1.972801310221352,2.3340206162901698,-0.2581836786594103,Zone-1
31,24.0,83.0,Spline,1542.4496473160336,2246.6807024776426,-3166956.713777611,Zone-1
31,24.0,83.0,HoltWinters,1.0695153673418314,1.3098578646518613,-0.07648479171126654,Zone-1
31,24.0,83.0,ARIMA,1.3684556768688385,1.5580746565142078,-0.5231268759110024,Zone-1
31,24.0,83.0,RandomForest,1.4214249999999378,1.7972164880724764,-1.026564090998526,Zone-1
31,24.0,83.0,LSTM,0.9181169637044254,1.2365811406963951,0.04058878246747222,Zone-1
32,24.25,72.5,Spline,610.8090809457893,942.5046841722724,-244325.24388408894,Zone-3
32,24.25,72.5,HoltWinters,1.5256757057139179,2.0868380492957357,-0.1977897080503661,Zone-3
32,24.25,72.5,ARIMA,1.6609102904963937,2.228802742535007,-0.36630088879306544,Zone-3
32,24.25,72.5,RandomForest,1.682675000000027,2.031351084151502,-0.13494042267096695,Zone-3
32,24.25,72.5,LSTM,3.218220316569012,3.579991714024479,-2.5250649780158714,Zone-3
33,24.25,72.75,Spline,609.7641809185498,822.4047753731577,-1359484.7821376005,Zone-3
33,24.25,72.75,HoltWinters,0.6728188868616541,0.8659203069826076,-0.5071596972986456,Zone-3
33,24.25,72.75,ARIMA,0.5598818206201202,0.7028828832078229,0.006954019452004467,Zone-3
33,24.25,72.75,RandomForest,0.4196849999999131,0.6176445593947375,0.23320254359778914,Zone-3
33,24.25,72.75,LSTM,0.5583609619140588,0.7019474883060658,0.009595347295293322,Zone-3
34,24.25,73.25,Spline,453.5814366052271,596.4582976212431,-57718.05350949937,Zone-3
34,24.25,73.25,HoltWinters,2.518396028467981,2.859294731236437,-0.32640722713876946,Zone-3
34,24.25,73.25,ARIMA,3.1459250508551846,3.6763238771753897,-1.192737083165047,Zone-3
34,24.25,73.25,RandomForest,3.232477272727289,3.777895750432667,-1.315575632238244,Zone-3
34,24.25,73.25,LSTM,3.4043867631392004,4.01556935213425,-1.6160936905345489,Zone-3
35,24.25,73.5,Spline,830.8366516365169,1255.7041910111893,-251880.10646044978,Zone-3
35,24.25,73.5,HoltWinters,2.0326271782301037,2.833880132431427,-0.2828735702495859,Zone-3
35,24.25,73.5,ARIMA,2.8328105663176495,2.9911229302951274,-0.4291882246023673,Zone-3
35,24.25,73.5,RandomForest,2.3960730769232703,2.8615339133261677,-0.30803299600151046,Zone-3
35,24.25,73.5,LSTM,2.050535606971135,2.7868061451014277,-0.2406075617007557,Zone-3
36,24.25,73.75,Spline,1682.7558550789936,2436.877133858656,-927925.3200290046,Zone-3
36,24.25,73.75,HoltWinters,2.4725834448468853,3.3900313549916543,-0.7957821811374708,Zone-3
36,24.25,73.75,ARIMA,2.2900076076501725,2.649766024536107,-0.09713806280974246,Zone-3
36,24.25,73.75,RandomForest,2.268595833333142,2.6365114376843453,-0.08618936731622773,Zone-3
36,24.25,73.75,LSTM,2.201481424967445,2.627779918079943,-0.07900686162538495,Zone-3
37,24.25,74.0,Spline,674.9974166682501,982.0497353991626,-420815.7465347966,Zone-3
37,24.25,74.0,HoltWinters,1.5814426185364188,1.79541017606784,-0.40654429375696766,Zone-3
37,24.25,74.0,ARIMA,1.5515018166599692,1.6600854307234179,-0.20250509373974923,Zone-3
37,24.25,74.0,RandomForest,1.5329375000000074,1.7882069971879178,-0.3952808328114539,Zone-3
37,24.25,74.0,LSTM,1.6508777872721367,1.924463102628812,-0.6160143992740852,Zone-3
38,24.25,74.25,Spline,1925.1250501243458,2911.5918794903387,-1691519.7009616066,Zone-3
38,24.25,74.25,HoltWinters,3.5341537160517627,4.163957755710346,-2.459624371659444,Zone-3
38,24.25,74.25,ARIMA,2.6145555349577743,3.345950757709221,-1.2338572065083353,Zone-3
38,24.25,74.25,RandomForest,2.392569230769211,2.7438460122327806,-0.5022277747938666,Zone-3
38,24.25,74.25,LSTM,2.1981547663762013,2.5288703190209803,-0.27605512642512364,Zone-3
39,24.25,74.5,Spline,4808.706255512761,7275.187324773448,-2309808.2952767434,Zone-3
39,24.25,74.5,HoltWinters,4.38721614507491,6.2124434561103605,-0.6842736806147607,Zone-3
39,24.25,74.5,ARIMA,3.6705845830420354,5.060298263121392,-0.11748060872430144,Zone-3
39,24.25,74.5,RandomForest,5.941607692307689,6.718385324815284,-0.9697793561699966,Zone-3
39,24.25,74.5,LSTM,4.96708505483774,5.39851205512572,-0.2718500615168373,Zone-3
40,24.25,75.75,Spline,612.3086468147935,956.8461835477982,-169143.58532391483,Zone-3
40,24.25,75.75,HoltWinters,1.8651989233077653,2.6971728881970374,-0.34397568849008686,Zone-3
40,24.25,75.75,ARIMA,1.4622822879526542,2.3559057098969376,-0.025391353969433705,Zone-3
40,24.25,75.75,RandomForest,1.6202538461538876,2.592843906349303,-0.24201427168198397,Zone-3
40,24.25,75.75,LSTM,1.4742725548377393,2.3549908921081455,-0.024595172592935644,Zone-3
41,24.25,76.0,Spline,4489.029143150141,5982.271212568133,-4559092.749331062,Zone-3
41,24.25,76.0,HoltWinters,2.8931682706243325,3.4452391703052765,-0.512115894788084,Zone-3
41,24.25,76.0,ARIMA,3.272708781306897,3.724942975548852,-0.7676064729886183,Zone-3
41,24.25,76.0,RandomForest,4.046105555555692,4.316083717426614,-1.373154679471794,Zone-3
41,24.25,76.0,LSTM,4.137663302951378,4.998783518596222,-2.1832810548173347,Zone-3
42,24.25,76.25,Spline,4916.487572372053,7413.349794739934,-23707455.181592293,Zone-3
42,24.25,76.25,HoltWinters,1.4828824803515466,1.720010282784036,-0.2761979949878761,Zone-3
42,24.25,76.25,ARIMA,1.7220899336410473,1.965428657719595,-0.666366552307653,Zone-3
42,24.25,76.25,RandomForest,2.1978961538460235,2.4219067548189646,-1.5302929671097178,Zone-3
42,24.25,76.25,LSTM,1.7174458195613012,1.9505354554521213,-0.6412081671036238,Zone-3
43,24.25,76.5,Spline,1472.5012825311933,2246.1115003985783,-678147.8943917686,Zone-3
43,24.25,76.5,HoltWinters,2.3265560719325524,2.79131890572753,-0.04732470772637343,Zone-3
43,24.25,76.5,ARIMA,2.410038679698197,2.797918300181474,-0.052282850904126876,Zone-3
43,24.25,76.5,RandomForest,3.0432230769232285,3.2471658363043345,-0.4173312841140029,Zone-3
43,24.25,76.5,LSTM,2.4532332669771617,2.829011856552657,-0.07580106597337455,Zone-3
44,24.25,76.75,Spline,546.2656669350669,706.0832540511038,-35220.95529225668,Zone-3
44,24.25,76.75,HoltWinters,3.3917358262044104,3.5995694221595183,0.0846172036295928,Zone-3
44,24.25,76.75,ARIMA,3.498926084684213,3.9053552293066693,-0.07751351164016684,Zone-3
44,24.25,76.75,RandomForest,4.427063636363538,5.71933103557941,-1.3109582890406877,Zone-3
44,24.25,76.75,LSTM,4.998062078302558,6.166431043265563,-1.6863920708877047,Zone-3
45,24.25,78.25,Spline,1246.3255387164734,1788.0478737572844,-13688762.142398564,Zone-3
45,24.25,78.25,HoltWinters,0.3961582045682235,0.5943539083140048,-0.5125027381192973,Zone-3
45,24.25,78.25,ARIMA,0.4027974694814418,0.4928993334621801,-0.04021325991839575,Zone-3
45,24.25,78.25,RandomForest,0.4160541666668915,0.5667033918861436,-0.3750470158162287,Zone-3
45,24.25,78.25,LSTM,0.35676727294922256,0.48463798720156004,-0.005636038093835172,Zone-3
46,24.25,78.5,Spline,246.3673285119441,355.0176608143136,-30374.778395558955,Zone-3
46,24.25,78.5,HoltWinters,1.9917000337659168,2.2914859233492297,-0.26549923488790106,Zone-3
46,24.25,78.5,ARIMA,1.8612079241523867,2.1399836859520915,-0.10369334683179887,Zone-3
46,24.25,78.5,RandomForest,1.8754227272727866,2.204530870265818,-0.1712776839233845,Zone-3
46,24.25,78.5,LSTM,1.9184797807173275,2.1745114103685563,-0.1395959084237519,Zone-3
48,24.25,83.0,Spline,5604.337072387567,8122.137201764077,-5942649.613599048,Zone-1
48,24.25,83.0,HoltWinters,2.915214095044744,3.4557068311325234,-0.07575491153133407,Zone-1
48,24.25,83.0,ARIMA,2.925240514948785,3.4624049065364617,-0.07992914906823345,Zone-1
48,24.25,83.0,RandomForest,3.0158166666667228,3.81126253272242,-0.3085107218540508,Zone-1
48,24.25,83.0,LSTM,3.047321573893228,3.5519468379409465,-0.13650792570914572,Zone-1
49,24.5,72.0,Spline,10.935381076299283,14.945290060462323,-228.28439758650927,Zone-3
49,24.5,72.0,HoltWinters,0.7863569707565574,1.1803791351039625,-0.43023978400946605,Zone-3
49,24.5,72.0,ARIMA,0.7820166286554944,0.90394682690533,0.1612132231995631,Zone-3
49,24.5,72.0,RandomForest,7.789562500000127,7.936275721528774,-63.65458097288251,Zone-3
49,24.5,72.0,LSTM,1.5908138275146477,1.915665760412813,-2.7670837887357624,Zone-3
50,24.5,72.25,Spline,2983.4979802478056,4017.845586832546,-243196.99604000102,Zone-3
50,24.5,72.25,HoltWinters,6.522946836402286,8.893911890016081,-0.19167863553851006,Zone-3
50,24.5,72.25,ARIMA,6.668867312746158,8.178789531180907,-0.0077471366623551585,Zone-3
50,24.5,72.25,RandomForest,7.407660000000163,8.648917463966301,-0.12693018939036915,Zone-3
50,24.5,72.25,LSTM,6.97847961425781,8.346430048393271,-0.0494820714258446,Zone-3
51,24.5,72.5,Spline,4031.0457805695114,5893.603504056502,-3089014.5808790307,Zone-3
51,24.5,72.5,HoltWinters,6.646287872952338,7.382938940501866,-3.8474888867256833,Zone-3
51,24.5,72.5,ARIMA,4.515681128856424,5.464053912850815,-1.65514485974077,Zone-3
51,24.5,72.5,RandomForest,10.711325000000153,13.08119016372695,-14.217832059334778,Zone-3
51,24.5,72.5,LSTM,6.709570719401043,7.366103299795251,-3.8254062088700254,Zone-3
52,24.5,72.75,Spline,5968.008194379003,9996.286602995295,-2004756.832283674,Zone-3
52,24.5,72.75,HoltWinters,6.495142808181981,8.028830567562165,-0.29326971166360827,Zone-3
52,24.5,72.75,ARIMA,6.233777575941846,7.136732523713259,-0.021841086112492247,Zone-3
52,24.5,72.75,RandomForest,5.210572727272615,6.347136513170099,0.19176026304477667,Zone-3
52,24.5,72.75,LSTM,6.4366320800781205,7.073415105289758,-0.0037898764849044753,Zone-3
53,24.5,73.25,Spline,4135.336272248851,5474.574631080939,-8462826.275592623,Zone-3
53,24.5,73.25,HoltWinters,1.4425691697814613,1.9806044498277806,-0.10766954945372831,Zone-3
53,24.5,73.25,ARIMA,1.8379744317490236,2.033872948707867,-0.16805248067917722,Zone-3
53,24.5,73.25,RandomForest,1.8541649999996026,2.037983077149648,-0.1727781412391891,Zone-3
53,24.5,73.25,LSTM,1.6956052246093691,1.9550984435447336,-0.07932435215040434,Zone-3
54,24.5,73.5,Spline,2552.40331708188,3710.2142330641764,-1040394.7218737373,Zone-3
54,24.5,73.5,HoltWinters,4.975776054689551,6.038080919646445,-1.7554874753563388,Zone-3
54,24.5,73.5,ARIMA,2.719174178782803,3.868866193873676,-0.13127451336539453,Zone-3
54,24.5,73.5,RandomForest,2.505662500000047,4.12523410373545,-0.2861682436394981,Zone-3
54,24.5,73.5,LSTM,2.7234916178385427,3.713350840552956,-0.04215556225302697,Zone-3
55,24.5,73.75,Spline,2015.7464089248358,2932.579210937625,-597150.9044359598,Zone-3
55,24.5,73.75,HoltWinters,3.43616590662891,3.97925300016791,-0.09948275856592081,Zone-3
55,24.5,73.75,ARIMA,3.4775475379503766,4.054574344451562,-0.14149983929140886,Zone-3
55,24.5,73.75,RandomForest,3.981399999999932,4.462946504412651,-0.38302070188125237,Zone-3
55,24.5,73.75,LSTM,3.4533799235026046,4.035221907168648,-0.13062911275010136,Zone-3
56,24.5,74.0,Spline,5783.300520385469,7667.939051204314,-2662049.857158339,Zone-3
56,24.5,74.0,HoltWinters,4.5530111537100675,5.177006185313365,-0.21343470388632868,Zone-3
56,24.5,74.0,ARIMA,4.647184434684675,5.330766646560533,-0.2865847142600939,Zone-3
56,24.5,74.0,RandomForest,4.639836363636794,5.452367520461708,-0.3459511190088591,Zone-3
56,24.5,74.0,LSTM,4.433353715376416,5.023096465043647,-0.1423576145181098,Zone-3
57,24.5,74.25,Spline,5840.71194873367,8462.802971837893,-1081403.7147491241,Zone-3
57,24.5,74.25,HoltWinters,9.027755489201084,10.464581510917728,-0.6534974489561822,Zone-3
57,24.5,74.25,ARIMA,8.927393327274137,10.34128337464687,-0.6147625805614687,Zone-3
57,24.5,74.25,RandomForest,9.071070833333104,10.54359837370692,-0.6785624662868106,Zone-3
57,24.5,74.25,LSTM,8.86162322998048,10.181922097051325,-0.5653784064748537,Zone-3
58,24.5,76.0,Spline,3269.8745685611716,4919.912282335561,-7471579.358567598,Zone-3
58,24.5,76.0,HoltWinters,4.362491903217502,4.613966608397146,-5.571229672832386,Zone-3
